531,,Sligo,Regional,R293,0,1,2,3,54.081193,-8.51857,54.123619,-8.535052,5.42,New
534,,Leitrim,Regional,R201,0,1,3,4,53.919459,-7.860572,53.920943,-7.915963,4.21,Current
536,,Leitrim,Regional,R280,0,1,0,1,54.169141,-8.144291,54.156697,-8.123802,1.99,Current
539,,Cavan,National,N87,0,1,2,3,54.094368,-7.552861,54.114346,-7.632584,6.76,Current
541,,Cavan,Local,L1535,0,2,3,5,54.063001,-7.392727,54.083555,-7.419431,3.28,Current
542,,Cavan,Regional,R188,0,1,3,4,54.042873,-7.214027,54.033078,-7.279205,4.84,Current
547,Monaghan,Regional,R186,0,3,2,5,54.286638,-7.02094,54.25109,-6.998102,5.19,Current,
548,Monaghan,Regional,R867,0,0,9,9,54.259341,-6.958701,54.242724,-6.951807,2.84,Current,
549,Monaghan,Regional,R162,0,1,1,2,54.242989,-6.970949,54.228777,-6.969952,1.64,Current,
550,Monaghan,National,N54,1,2,4,7,54.242663,-6.99254,54.230362,-7.079457,6.3,Current,
551,,Cavan,Regional,R179,0,1,0,1,53.93477,-6.778226,53.903875,-6.791736,3.74,Current
553,,Cavan,National,N3,1,5,3,9,53.777431,-7.005313,53.833708,-7.073983,7.78,Current
554,,Galway,National,N59,0,2,0,2,53.465346,-9.722066,53.466546,-9.822664,7.65,Current
555,,Galway,Regional,R343,0,1,1,2,53.266467,-9.593864,53.251083,-9.618154,2.45,Current
559,,Galway,Regional,R336,1,2,4,7,53.245379,-9.289021,53.243986,-9.336716,3.23,Current
560,,Galway,National,N59,2,2,9,13,53.282342,-9.065728,53.316437,-9.152561,7.27,Current
561,,Galway,Regional,R336,0,2,0,2,53.265887,-9.064224,53.259373,-9.076066,1.13,Current
562,,Galway,Regional,R339,0,0,7,7,53.291006,-8.995076,53.288754,-9.010409,1.1,Current
563,,Galway,National,N84,0,2,2,4,53.328823,-9.021073,53.300467,-9.035252,3.45,Current
564,,Galway,Regional,R338,0,1,0,1,53.273211,-8.951884,53.274028,-8.979463,1.98,Current
566,,Galway,National,N83,0,3,7,10,53.335781,-8.952806,53.290956,-9.019619,6.79,Current
569,,Galway,Regional,R942,0,1,11,12,53.514122,-8.856526,53.471304,-8.909454,7.07,Current
590,Westmeath,National,N55,0,1,6,7,53.431331,-7.924493,53.438703,-7.898989,2.05,Current,
595,,Dublin,Regional,R147,1,0,2,3,53.591203,-6.600356,53.556766,-6.576495,4.24,Current
596,,Dublin,Regional,R152,0,1,2,3,53.651665,-6.411767,53.621305,-6.424435,3.54,Current
598,,Dublin,Regional,R128,1,1,0,2,53.524425,-6.091289,53.538837,-6.092235,1.65,Current
600,,Dublin,Regional,R107,0,4,21,25,53.407479,-6.177842,53.383016,-6.205129,3.37,Current
601,Urban Road/Urban Street/Unclassified,Dublin,Belclare View,0,2,8,10,53.397529,-6.266477,53.403251,-6.281973,1.27,Current,
602,,Dublin,Regional,R104,0,2,6,8,53.400768,-6.261242,53.397285,-6.24499,1.15,Current
603,,Dublin,Regional,R132,0,1,1,2,53.594365,-6.184119,53.574541,-6.205068,2.64,Current
604,,Dublin,Regional,R807,0,0,8,8,53.360386,-6.203966,53.363677,-6.224829,1.47,Current
607,,Dublin,Regional,R103,0,5,22,27,53.39035,-6.287936,53.379515,-6.31058,2.82,Current
608,Dublin,Local,L3060,0,1,3,4,53.377109,-6.392214,53.38322,-6.393322,0.69,Current,
609,Dublin,Regional,R835,0,0,9,9,53.356481,-6.449498,53.35894,-6.422798,1.94,Current,
610,Dublin,Regional,R833,0,1,14,15,53.345595,-6.379609,53.342264,-6.349423,2.08,Current,
612,Dublin,Regional,R137,0,3,32,35,53.299467,-6.300679,53.322587,-6.279304,3.12,Current,
613,Dublin,Regional,R114,1,10,59,70,53.328808,-6.264485,53.30205,-6.283911,3.59,Current,
614,Dublin,National,N11,0,5,23,28,53.277335,-6.182625,53.296688,-6.203906,2.75,Current,
616,Kildare,Local,L7055,0,1,1,2,53.103102,-6.948794,53.099187,-6.888816,4.29,Current,
621,,Offaly,National,N52,1,0,4,5,53.336105,-7.509387,53.310711,-7.501259,3.11,Current
623,,Laois,National,N80,0,0,9,9,53.067125,-7.326853,53.034731,-7.303115,4,Current
624,,Laois,National,N77,0,1,0,1,52.89744,-7.359464,52.870649,-7.363787,3.08,Current
625,Kildare,National,N80,0,0,6,6,53.00465,-7.129739,53.020011,-7.160975,2.87,Current,
626,Kildare,National,N80,1,0,1,2,52.843101,-6.955318,52.866575,-6.996452,3.9,Current,
628,,Laois,Regional,R639,0,1,0,1,52.859289,-7.372416,52.840669,-7.407232,3.32,Current
